Booking_ID,Hotel_ID,Country,Brand_Tier,Star_Rating,Room_Type,Nights_Stayed,Booking_Channel,Meals_Included,Payment_Type,Customer_Age,Lead_Time_Days,Checkin_Date,Checkin_Month,Is_Weekend,Is_Public_Holiday,Occupancy_Rate_Property,Competitor_Avg_Rate_RM,Distance_To_Center_KM,Review_Score,Promo_Applied,Events_Index_City,ADR_RM,Total_Spend_RM,Extra_Spend_Unscaled,Satisfaction_Rating
1975,H026,Singapore,upscale,4,double,2,Travel Agent,No,cash,18.0,13,2024-02-05,2,0,1,0.808,487.85,0.83,8.43,0,44.6,504.67,1037.69,62775,4
5326,H026,Singapore,upscale,4,SINGLE,3,Corporate,Yes,Card,18.0,26,2025-02-14,2,0,0,0.693,405.69,0.83,8.54,0,54.5,399.67,1312.5,50967,1
4567,H056,UK, midscale ,3,Single,5,Travel Agent,Yes,Card,28.0,47,2024-07-29,7,0,0,0.671,202.18,4.69,8.38,0,60.3,231.43,1172.75,34397,3
1856,H068,Vietnam,upscale,4,Double,1,corporate,No,Card,48.0,23,2025-04-30,4,0,0,0.614,353.33,3.99,7.94,1,,391.68,470.17,105581,5
308,H010,,midscale,3,Single,1,Walk-in,Yes, Online ,24.0,27,2023-09-09,9,1,0,0.816,234.43,2.52,9.16,0,48.3,232.99,264.25,2502,4
1373,H004,usa, economy ,3,Double,4,Travel Agent,Yes,Cash,51.0,64,2025-02-22,2,1,1,0.976,273.7,6.02,8.51,0,65.0,275.84,1157.83,14758,5
944,H032,Singapore,midscale,3,Double,2,Online,Yes,Cash,62.0,2,2022-02-22,2,0,0,0.759,226.56,2.75,8.26,1,62.7,246.56,540.35,108913,5
5690,H069,USA,midscale,3,DOUBLE,4,Travel Agent,Yes,Card,46.0,46,2025-07-16,7,0,0,0.695,248.58,2.45,7.82,1,59.6,253.73,1058.58,8979,5
3251,H027,Singapore,midscale,4,Suite,3,Online,Yes, Card ,43.0,4,2025-01-22,1,0,0,0.705,465.58,1.31,9.1,0,41.9,475.77,1470.86,46001,5
4012,H018,Malaysia,midscale,3,Double,2,Travel Agent,Yes,Card,43.0,14,2023-04-10,4,0,0,0.698,234.89,3.68,9.34,0,53.1,238.85,493.79,40319,4
5122,H069,USA,midscale,3,SINGLE,2,Travel Agent,Yes,Card,29.0,44,2025-05-29,5,0,0,0.855,225.86,2.45,7.95,0,42.9,226.27,560.35,1006,5
3921,H036,USA,economy,2,Single,2,Corporate,Yes,Card,50.0,3,2022-08-19,8,0,0,0.716,117.81,2.2,7.72,0,60.3,123.41,280.64,68847,4
4670,H005,UK,economy,1,Suite,5,Online,No,Card,,40,2022-08-03,8,0,0,0.807,,2.84,7.37,0,89.5,132.98,705.95,90998,4
5415,H052, Singapore ,upscale,5,Single,4,Walk-In,Yes,Card,35.0,29,2022-03-13,3,1,0,0.87,595.32,4.35,9.8,0,54.2,726.24,2975.75,14937,5
5585,H047,USA,midscale,3,Suite,3,Walk-in,No,Card,,0,2023-09-15,9,0,0,0.628,262.17,3.58,8.41,0,43.8,298.41,918.4,9295,4
5494,H025,,upscale,3,Single,3,Online,Yes,Card,30.0,6,2024-04-24,4,0,0,0.447,237.72,1.98,7.73,1,34.6,189.42,675.67,71841,4
5416,H024,Singapore,economy,3,Suite,2,Travel Agent,Yes,Cash,38.0,20,2025-01-19,1,1,0,0.768,266.49,5.76,8.45,0,72.0,284.22,622.21,57473,3
1600,H005,UK,economy,1,Double,2,Online,Yes,Online,59.0,54,2024-04-18,4,0,0,0.714,70.0,2.84,6.09,0,54.0,74.48,187.18,88215,3
2889,H041,Indonesia,upscale,4,Double,3, Corporate ,YES,Card,59.0,18,2024-10-01,10,0,0,0.618,427.55,3.2,8.43,0,48.8,422.47,1378.15,72756,3
2618,H047,USA,midscale,3,Single,4,Walk-in,Yes,Card,35.0,27,2023-07-07,7,0,0,0.925,221.3,3.58,9.67,1,63.4,211.41,941.99,107919,4
2567,H069,USA,midscale,3,Double,1,Online, No ,Online,42.0,54,2023-04-17,4,0,0,0.788,242.64,2.45,9.21,0,34.2,235.17,315.83,39758,5
4952,H007,USA,midscale,3,Single,3,Online,Yes, Card ,52.0,0,2023-03-13,3,0,0,0.758,186.15,1.23,6.75,0,57.2,184.38,617.66,10643,4
3854,H001,singapore,Economy,2,Single,2,Walk-in,Yes,Card,49.0,23,2024-03-04,3,0,0,0.852,100.56,1.78,8.12,0,52.4,113.16,249.21,27420,5
2645,H077,,upscale,4,Single,1,TRAVEL AGENT,NO,Cash,27.0,24,2024-06-05,6,0,0,0.683,382.75,5.3,9.54,0,66.1,420.1,468.92,9577,4
3295,H063,UK, economy ,2,Double,4,Corporate,Yes,Online,29.0,0,2024-11-04,11,0,0,0.56,109.77,4.2,7.07,0,65.0,127.61,534.24,51064,5
3629,H029,Philippines,economy,1,Double,3,Online,,Online,18.0,37,2025-08-28,8,0,0,0.865,,5.16,7.07,0,63.3,95.24,305.18,1972,5
5861,H045,Germany,economy,3,Single,2,Online,Yes,Online,59.0,2,2024-03-13,3,0,0,0.706,154.44,2.93,9.07,0,44.3,170.49,440.07,33757,4
4626,H007,USA,midscale,3,Single,3,Corporate,No,CARD,66.0,0,2022-12-21,12,0,0,0.827,223.27,1.23,7.43,0,59.5,254.89,784.48,90427,4
3164,H076,vietnam,economy,1, Single ,3,Online,No,Card,51.0,14,2025-06-02,6,0,0,0.481,79.99,5.75,6.78,1,53.2,71.57,237.78,12795,3
2903,H039,Malaysia,upscale,4,Double,2,Walk-in,Yes,Online,42.0,85,2022-06-20,6,0,0,0.801,454.63,6.99,9.22,0,51.7,478.48,995.86,19072,4
256,H007,USA,midscale,3,Single,2,Online,Yes, Card ,24.0,14,2023-01-02,1,0,0,0.682,217.37,1.23,8.49,0,55.6,240.13,508.97,14485,5
2355,H050,Indonesia,luxury,5,Double,2,Walk-in,Yes,Card,38.0,42,2023-01-22,1,1,0,0.787,972.15,6.32,9.12,0,51.6,978.67,2044.76,80862,3
5215,H034,Indonesia,economy,1,Single,3,Travel Agent,Yes,Card,34.0,0,2024-06-10,6,0,0,0.847,78.25,6.2,6.16,0,49.8,89.13,332.67,7030,5
742,H055,UK,midscale,4,Suite,3,Walk-in,No,Card,28.0,21,2024-12-11,12,0,1,0.705,539.91,1.31,9.07,1,76.0,634.11,1947.81,4253,4
2219,H024,Singapore,economy,3,Single,2,Online, Yes ,Card,64.0,33,2023-04-20,4,0,0,0.676,141.23,5.76,8.49,0,41.6,168.5,374.43,98184,5
1209,H069,USA,MIDSCALE,3,Single,2, Online ,Yes,Card,18.0,25,2024-06-03,6,0,0,0.83,249.97,2.45,8.88,0,70.4,235.82,542.15,11037,5
5421,H024,singapore,economy,3,Single,1, Corporate ,Yes,online,75.0,5,2024-08-12,8,0,0,0.789,184.65,5.76,9.19,0,53.0,174.14,222.4,4694,3
4470,H009, USA ,midscale,3,Single,3,Online,No,Card,31.0,31,2022-06-12,6,1,0,0.98,264.26,3.14,8.26,0,85.5,254.61,799.97,114382,4
1112,H062,,economy,2,Single,4,Online,Yes, Card ,36.0,31,2024-07-19,7,0,0,0.742,125.88,0.65,8.32,0,71.3,120.97,565.37,49300,4
769,H008,Usa,economy,2,Single,2,Online,Yes,Card,37.0,33,2023-02-06,2,0,0,,106.32,5.9,5.83,0,61.8,109.71,307.25,3957,5
6202,H034,INDONESIA,economy,1,Single,1,Online,Yes,Card,51.0,29,2024-02-11,2,1,0,0.678,77.2,6.2,6.81,0,60.1,84.96,164.92,25255,3
2836,H018,Malaysia,midscale,3,DOUBLE,4,Online,Yes,Online,23.0,2,2022-01-29,1,1,0,0.932,258.09,3.68,7.96,0,69.0,280.52,1201.55,95153,5
2591,H027,SINGAPORE,midscale,4,Single,5,Travel Agent,No,Card,41.0,7,2025-05-02,5,0,0,0.711,248.3,1.31,8.88,0,44.1,264.07,1431.43,80324,4
2144,H011,Malaysia,upscale,4,Single,3,Travel Agent,Yes,Card,31.0,29,2024-06-21,6,0,0,0.568,474.22,2.74,8.81,1,54.3,382.11,1187.99,101771,4
1681,H067, singapore ,upscale,3,Single,6,Travel Agent,No,Card,47.0,0,2022-04-02,4,1,0,0.85,256.48,4.68,8.7,0,44.9,261.98,1686.75,56953,4
475,H024,Singapore,economy,3,Double,1,Walk-in,Yes,Cash,25.0,0,2023-02-10,2,0,0,0.899,213.14,5.76,8.63,0,64.4,216.47,331.71,28893,4
5773,H032,Singapore,midscale,3,Single,3, Travel Agent ,Yes,Card,18.0,47,2024-09-11,9,0,0,0.765,181.74,2.75,6.99,1,64.6,197.67,683.96,118653,4
6024,H073,India,economy,1,DOUBLE,2,Travel Agent,No,Card,21.0,0,2022-02-27,2,1,0,0.653,100.33,3.01,6.79,0,65.5,90.66,263.45,19957,5
5341,H032,Singapore,midscale,3,Single,1,travel agent,Yes,Card,32.0,4,2023-05-25,5,0,0,0.731,209.18,2.75,,0,52.0,193.32,265.17,97568,5
6180,H073,India,economy,1,Single,4,Walk-in,Yes,Card,33.0,34,2023-08-19,8,1,1,0.723,93.0,3.01,6.66,0,56.9,91.02,437.84,30142,2
4142,H080,USA,upscale,3,Double,2,ONLINE,No,Card,55.0,3,2025-08-27,8,0,0,0.624,369.36,3.68,9.11,0,69.4,317.1,727.2,99652,4
4482,H077,Indonesia,upscale,4,Double,4,Travel Agent,Yes,Card,18.0,14,2025-06-23,6,0,0,0.678,469.76,5.3,9.8,0,50.0,462.21,1907.31,14503,3
4474,H009,,midscale,3,Single,1,Walk-in, Yes ,Online,52.0,28,2022-02-14,2,0,0,0.504,,3.14,8.32,0,64.0,203.73,227.59,65480,4
2442,H048,India,midscale,3,Suite,5,Online,No,Card,27.0,1,2022-07-19,7,0,0,0.604,291.48,3.15,9.02,0,60.7,364.49,1901.26,94890,3
553,H045,Germany,ECONOMY,3,Single,1,Online,YES,Card,41.0,51,2023-01-04,1,0,0,0.779,161.03,2.93,7.91,0,61.9,169.63,277.18,117005,4
4350,H025,Indonesia,upscale,3,Single,1,Online,Yes,cash,49.0,32,2023-11-27,11,0,0,0.619,273.39,1.98,9.34,0,54.1,271.48,331.25,94856,3
898,H075,Philippines, upscale ,3,Single,3,Corporate,No,Cash,45.0,14,2024-06-13,6,0,0,0.734,217.1,7.41,8.55,0,60.3,251.83,807.94,101922,4
685,H022,India,upscale,3,Suite,2,Online, No ,Card,33.0,48,2024-11-06,11,0,0,0.55,342.21,6.39,7.78,0,53.9,409.82,855.21,52485,4
3203,H067,Singapore,upscale,3,Single,5,Walk-in,Yes,Online,44.0,0,2023-11-10,11,0,0,0.582,224.19,4.68,8.81,0,23.4,243.85,1299.51,32811,3
3246,H025,INDONESIA,upscale,3,Double,2,Online,Yes,Card,69.0,52,2025-09-30,9,0,0,0.712,253.98,1.98,8.36,0,33.7,249.86,561.11,27360,4
84,H052,Singapore,upscale,5,Double,2,Walk-in,Yes,card,32.0,23,2022-07-15,7,0,0,0.71,810.3,4.35,9.8,0,73.6,837.48,1710.04,27028,3
117,H028, Germany ,midscale,3,Double,3,Online,No,Cash,45.0,59,2025-05-07,5,0,0,0.761,,2.24,8.85,0,38.3,241.73,746.71,108372,5
4803,H020,uk,economy,2,Single,2,Travel Agent,Yes,Online,32.0,82,2025-04-19,4,1,0,0.763,115.87,4.78,8.37,0,48.3,121.86,317.06,23017,4
6200,H048,India,MIDSCALE,3,Single,1, Walk-in ,No,Card,43.0,47,2023-03-03,3,0,0,0.615,189.84,3.15,7.57,0,40.5,183.47,210.92,13586,4
278,H051,Thailand,midscale,4,Single,4,Online,No,cash,18.0,44,2023-02-19,2,1,0,0.848,373.27,6.74,9.8,1,63.4,339.35,1430.92,48213,3
1843,H043,philippines,economy,1,single,4,Online,Yes,Card,34.0,25,2022-04-09,4,1,0,0.881,76.82,1.16,6.64,0,40.6,78.77,423.26,113049,4
3776,H011,MALAYSIA,upscale,4,Double,2,Walk-in,Yes, Online ,42.0,10,2023-09-29,9,0,0,0.625,347.0,2.74,8.98,0,46.8,380.29,825.21,136,3
2696,H063,UK,economy,2,Single,1,ONLINE,Yes,Card,29.0,33,2022-01-30,1,1,0,0.603,112.29,4.2,7.11,0,53.5,111.72,182.57,3205,4
196,H036,USA,economy,2,Single,1,online,Yes,Online,38.0,40,2022-04-11,4,0,0,0.629,101.28,2.2,7.13,1,45.3,90.2,131.83,116836,4
1058,H004,USA,economy,3,Double,4,online,No,Card,57.0,50,2022-01-23,1,1,0,0.708,226.71,6.02,7.23,0,46.6,205.24,857.94,77534,5
4742,H025,Indonesia,upscale,3,double,2,Corporate,No, Card ,48.0,10,2024-09-27,9,0,0,0.676,259.8,1.98,8.74,1,44.2,264.53,613.9,66008,3
4113,H055,uk,midscale,4,Suite,2,Online,Yes,Online,42.0,15,2023-11-25,11,1,0,0.656,554.13,1.31,9.8,1,53.9,598.0,1296.46,78442,5
4484,H041,Indonesia,upscale,4,Single,2,Online,, Cash ,52.0,0,2022-12-21,12,0,0,0.651,436.75,3.2,9.22,0,52.4,407.19,924.43,68447,5
1906,H070,Thailand,midscale,4,DOUBLE,1,Online, Yes ,Online,24.0,2,2024-01-05,1,0,0,0.746,352.34,5.55,8.32,1,56.9,380.74,422.88,78832,4
3266,H008,USA,economy,2,Double,3,Walk-in,Yes,Card,48.0,17,2023-07-12,7,0,0,0.694,131.82,5.9,8.09,1,59.4,128.01,404.8,21250,5
277,H009,USA,midscale,3,Double,2,Travel Agent,Yes,Online,22.0,51,2025-06-12,6,0,0,0.859,249.03,3.14,8.81,0,55.1,270.07,650.27,6373,4
3478,H045,,economy,3,Double,4,Corporate,No,Card,24.0,34,2022-06-03,6,0,0,0.664,185.23,2.93,8.27,0,64.0,179.39,772.8,47303,4
4643,H038,Malaysia,economy,3,Single,5,Walk-in,Yes,Card,45.0,28,2022-07-08,7,0,0,0.667,200.26,3.85,8.06,0,61.9,183.69,996.36,58451,4
4092,H017,Philippines,midscale,3,Single,4,Travel Agent,Yes,Card,50.0,21,2023-01-15,1,1,0,0.805,217.24,1.96,8.4,0,50.5,241.38,1009.57,8368,3
3789,H005,UK,economy,1,SINGLE,4,Online,No,Card,42.0,19,2025-04-23,4,0,0,0.759,70.0,2.84,6.42,0,43.9,70.0,363.03,52014,3
5118,H023,Philippines,Midscale,4,Double,2,Corporate,No,Online,31.0,24,2024-05-18,5,1,0,0.732,402.84,4.44,8.07,0,55.5,377.79,793.26,33063,4
1480,H062,Philippines,economy,2,Single,3,Corporate,Yes,Card,62.0,12,2023-09-25,9,0,0,0.553,106.1,0.65,8.03,1,49.5,104.43,384.35,39442,4
16,H004,USA,economy,3,Double,4,Travel Agent,Yes,Card,32.0,20,2022-06-26,6,1,0,0.964,225.25,6.02,8.62,0,61.4,233.83,975.62,38865,5
2859,H013,Philippines,economy,2,Double,2,online,No,Card,49.0,33,2025-08-14,8,0,0,0.67,117.61,4.24,8.22,1,52.7,129.51,279.37,40461,4
766,H073, india ,economy,1,Double,1,Walk-in,Yes,Cash,18.0,26,2024-03-15,3,0,0,0.651,76.73,3.01,6.51,1,66.9,71.44,98.48,81764,4
413,H020,UK,economy,2,Single,3,Online,Yes,Card,48.0,0,2024-08-07,8,0,0,0.708,112.17,4.78,6.74,0,45.9,112.54,360.08,31846,3
1903,H024,Singapore,economy,3,Single,2,Online,Yes,Card,53.0,58,2024-06-05,6,0,0,0.754,166.44,5.76,8.28,0,44.7,164.11,423.88,110946,4
6031,H006,Singapore,economy,1, Double ,4,Online,Yes,Card,38.0,44,2024-09-06,9,0,0,0.613,88.4,2.95,6.75,0,38.5,73.68,320.37,104551,4
6201,H042,India,upscale,3,Suite,1, Corporate ,NO,Card,27.0,0,2023-01-01,1,1,0,0.836,407.56,3.88,9.0,1,50.6,426.26,541.7,92751,3
3965,H039,Malaysia,upscale,4,Double,3, ONLINE ,No,Online,39.0,28,2025-07-15,7,0,1,0.783,470.83,6.99,8.42,0,56.6,559.2,1791.77,110259,4
3277,H013,Philippines,economy,2,Single,3,Walk-in,,Card,,0,2023-05-29,5,0,0,0.644,94.48,4.24,8.18,1,48.0,97.2,387.93,7090,5
168,H008,USA,economy,2,Single,1,online,Yes,Card,34.0,12,2025-03-10,3,0,0,0.637,107.49,5.9,8.9,1,45.6,104.93,125.2,58319,4
1079,H016,UK,Economy,1,Single,2,Online,,Cash,55.0,37,2025-04-25,4,0,0,0.954,74.97,5.89,7.14,0,57.0,74.02,170.28,112030,4
1872,H038,Malaysia,economy,3,Single,2,Travel Agent,no,Card,44.0,17,2025-02-08,2,1,0,0.688,188.85,3.85,8.37,0,70.9,185.43,466.45,85460,3
5990,H074,Malaysia,economy,1,Single,1,Online,Yes,Card,18.0,30,2024-06-23,6,1,0,0.763,94.9,5.85,6.87,0,60.0,92.11,200.08,104094,4
2077,H003,Thailand, midscale ,2, Single ,2, Online ,Yes, Card ,48.0,19,2022-04-04,4,0,0,0.592,272.3,4.56,7.59,0,61.1,66.725,349.08,67173,5
5172,H015,Philippines,economy,1,Suite,1,Travel Agent,No,Card,29.0,63,2025-03-16,3,1,0,0.628,116.26,2.8,7.17,0,60.6,136.12,232.87,87084,5
350,H065,Vietnam,luxury,4,Single,4,Online, No ,Cash,46.0,26,2022-07-13,7,0,0,0.804,509.03,4.96,9.8,0,63.3,597.77,2429.32,46169,3
4976,H012,Thailand,midscale,3,Single,3,ONLINE,Yes,Card,38.0,0,2023-01-30,1,0,0,0.583,214.87,5.2,7.54,0,49.8,190.26,651.41,12739,3
6133,H020,,economy,2,Single,3,Travel Agent,No,Online,43.0,0,2023-03-15,3,0,0,0.579,105.68,4.78,,1,53.6,99.21,392.12,92904,5
3731,H008,Usa,economy,2,suite,3, Online ,Yes,Card,,46,2023-02-19,2,1,0,0.8,169.54,5.9,6.62,0,47.8,206.65,729.86,48064,4
1972,H068,Vietnam,upscale,4,Double,1,Online,Yes,Card,44.0,10,2025-01-24,1,0,0,0.608,452.07,3.99,9.56,0,43.7,484.26,504.67,11210,5
4209,H056,UK,midscale,3,Double,2,Travel Agent,Yes,Card,49.0,52,2025-09-06,9,1,0,0.661,213.56,4.69,7.06,0,38.8,253.35,570.65,22175,5
3683,H019,USA,economy,1,Single,4,Walk-in,Yes,Online,29.0,58,2023-02-14,2,0,1,0.853,79.17,3.54,6.84,1,,90.03,381.47,24393,5
3063,H059,Malaysia,midscale,3,Suite,1,Corporate,Yes,Card,48.0,20,2025-08-21,8,0,0,0.784,331.32,2.11,8.0,0,,360.94,393.48,116531,4
4835,H049,INDIA,midscale,4,Suite,4,Travel Agent,No,Online,18.0,21,2022-07-12,7,0,0,0.819,509.59,5.0,9.8,0,47.7,567.82,2339.21,39894,2
5169,H027,SINGAPORE,midscale,4,SINGLE,3,Travel Agent,Yes,Card,45.0,0,2023-09-05,9,0,0,0.742,323.39,1.31,8.55,0,45.0,342.02,1087.2,11180,2
1617,H048,India,midscale,3,Single,5,Online,Yes,Card,34.0,52,2025-09-30,9,0,0,0.75,199.81,3.15,7.04,0,60.4,204.19,1118.45,117074,5
98,H056,UK,midscale,3,Single,3,Online,No,Online,35.0,37,2025-07-15,7,0,0,0.774,245.7,4.69,9.15,0,58.2,248.9,856.23,16815,5
6236,H071,Thailand,midscale,3,double,3,Corporate,No,Card,57.0,0,2022-05-13,5,0,0,0.635,196.42,6.81,7.94,1,30.6,197.63,662.44,87808,5
3340,H059,Malaysia,midscale,3,Single,3,Online,Yes,Card,41.0,44,2024-06-01,6,1,0,0.641,257.12,2.11,9.39,0,60.4,,736.76,83534,4
5546,H015, Philippines ,economy,1,Double,4,Online,NO,Online,30.0,81,2023-02-19,2,1,1,0.644,92.57,2.8,6.54,0,62.5,114.72,480.82,57683,5
5982,H066,Thailand,midscale,3,Double,2,Online,Yes,Card,19.0,39,2025-03-24,3,0,0,0.741,240.16,3.48,9.74,0,63.6,246.75,522.32,72746,5
2749,H014,Indonesia,luxury,4,single,2,Corporate,Yes,online,33.0,19,2025-04-19,4,1,0,0.943,459.82,2.97,8.71,0,41.0,471.46,1011.28,50045,3
375,H035,UK,economy,2,Single,2,Travel Agent,Yes,Card,45.0,48,2024-09-16,9,0,0,0.654,109.64,6.36,7.86,0,40.3,100.67,270.22,75110,5
6345,H068,Vietnam,upscale,4,Double,2,Online,No,Cash,46.0,13,2022-02-27,2,1,0,0.563,478.86,3.99,9.0,0,53.1,458.71,1030.08,110793,5
2424,H013,Philippines,economy,2,Suite,2,Walk-in,yes,Card,37.0,36,2024-06-30,6,1,0,0.948,209.43,4.24,7.8,0,64.3,252.43,579.36,23758,3
4215,H058,usa,upscale,4,Double,2,online,Yes,Cash,32.0,42,2025-07-04,7,0,0,0.656,475.01,3.67,9.17,0,54.9,462.26,1025.64,94876,4
5513,H056, UK ,midscale,3,Single,4,Corporate,No,Card,39.0,3,2025-04-29,4,0,0,0.61,206.53,4.69,8.45,1,51.1,184.02,819.92,11594,4
2385,H048,India,midscale,3,SINGLE,5,Online,Yes,Card,63.0,44,2024-05-21,5,0,1,0.705,217.92,3.15,7.82,0,49.6,234.82,1250.06,116884,5
5392,H075,Philippines, upscale ,3,Double,3,Online,Yes,Cash,25.0,0,2024-01-18,1,0,0,0.74,280.55,7.41,9.39,0,63.8,312.29,1017.61,81845,5
27,H054,Thailand,upscale,4,Double,3,Corporate,No,Cash,44.0,10,2024-11-04,11,0,0,0.692,436.51,3.26,9.8,0,48.7,426.2,1341.59,20203,4
3060,H080,USA,upscale,3,Double,3,Travel Agent,yes,ONLINE,46.0,50,2024-04-11,4,0,0,0.639,263.15,3.68,7.87,0,43.3,224.33,733.99,100744,5
3127,H015,Philippines,economy,1,Single,1,Online, No ,Online,58.0,28,2023-06-03,6,1,0,0.806,72.36,2.8,6.56,1,53.8,70.0,135.19,112032,4
3188,H077,Indonesia,upscale,4,Double,3,Travel Agent,No,Cash,32.0,6,2025-07-30,7,0,0,0.8,467.11,5.3,8.57,0,76.1,526.85,1629.44,65608,4
2212,H007,USA,midscale,3,Single,3,travel agent,No,Card,34.0,0,2025-05-21,5,0,0,0.684,216.0,1.23,8.45,0,48.0,217.21,697.33,47804,5
4885,H017,Philippines,midscale,3,Double,1,Corporate,No,online,39.0,3,2024-09-18,9,0,0,0.676,247.33,1.96,7.68,0,37.8,214.24,318.25,6216,4
2853,H048,India,midscale,3, Double ,1,Online,Yes,Card,47.0,32,2024-12-11,12,0,0,0.683,270.4,3.15,8.73,0,64.1,252.94,272.25,30206,5
415,H001,Singapore, economy ,2,Single,2,Online,Yes,Online,34.0,2,2022-04-22,4,0,0,0.884,101.31,1.78,7.0,0,36.5,100.7,256.33,28290,4
5976,H012,Thailand,midscale,3,Single,1, Online ,Yes,Card,51.0,47,2023-12-11,12,0,0,0.797,268.79,5.2,8.72,0,54.9,244.53,274.33,104054,5
3213,H052,Singapore,upscale,5,Single,2,Walk-in,Yes,Online,45.0,44,2024-02-01,2,0,0,0.64,686.23,4.35,9.37,0,46.8,581.97,1244.79,52512,5
626,H040,Uk, economy ,2,single,4,Online,Yes,Card,34.0,47,2023-11-22,11,0,0,0.922,97.14,4.68,8.65,0,25.3,112.58,562.84,40528,4
2338,H060,Singapore, midscale ,4,SINGLE,4,Travel Agent,NO,Cash,43.0,9,2023-07-31,7,0,0,0.648,385.81,6.81,9.04,0,49.8,333.85,1413.61,41383,3
2101,H036,USA,economy,2,Double,2,Online,No,Card,35.0,45,2024-07-01,7,0,0,0.681,141.39,2.2,6.8,0,58.1,142.39,315.57,96130,3
5862,H064,,Luxury,5,Double,5, Walk-in ,Yes,Card,31.0,14,2024-03-03,3,1,0,0.595,766.86,3.13,9.8,0,22.5,784.7,3987.8,73443,4
2281,H050,Indonesia,luxury,5, Single ,1,corporate,Yes,Cash,21.0,3,2024-01-19,1,0,0,0.524,812.72,6.32,9.8,0,56.6,717.84,821.54,97393,4
5009,H064,Malaysia, luxury ,5,Double,2,Online,Yes,Card,41.0,37,2022-12-04,12,1,1,0.904,1135.35,3.13,9.8,0,61.3,1201.97,2483.04,585,5
2926,H055,UK,midscale,4,Single,1,Online,Yes,Cash,50.0,69,2024-09-30,9,0,0,0.67,,1.31,9.39,1,31.0,245.82,307.74,24244,5
2530,H034,indonesia,economy,1,Double,1,Online,Yes,Online,45.0,41,2022-08-15,8,0,0,0.584,83.89,6.2,7.18,0,58.7,90.27,121.87,106259,4
1160,H057,Germany,midscale,3,Suite,2,Online,Yes,Online,28.0,34,2022-07-08,7,0,0,0.836,301.39,4.91,8.58,0,61.6,401.59,825.67,19700,5
4392,H054,Thailand,upscale,4,Double,3,ONLINE,Yes,Card,51.0,0,2023-08-23,8,0,0,0.689,469.56,3.26,9.48,1,63.6,498.46,1598.63,74090,5
5788,H027, Singapore ,midscale,4,Suite,5,Corporate,Nan,card,41.0,29,2023-03-25,3,1,0,0.753,488.31,1.31,,0,45.8,600.51,3052.56,106541,4
4448,H003,Thailand,midscale,2, SINGLE ,1,Online,Yes,Card,42.0,27,2022-03-07,3,0,0,0.622,123.19,4.56,7.87,0,40.3,116.85,212.0,8548,3
4702,H029,Philippines,economy,1,single,3,Online,Yes,Card,42.0,17,2024-12-26,12,0,0,0.618,77.73,5.16,7.31,0,76.2,80.66,301.58,109807,4
4483,H057,Germany,midscale,3,Single,1,Corporate,No,Card,37.0,11,2024-08-10,8,1,0,0.795,261.07,4.91,7.51,1,82.0,261.47,338.81,19069,4
2987,H065,Vietnam,luxury,4,Suite,3,Walk-in,,Card,62.0,51,2023-01-28,1,1,0,0.491,659.87,4.96,,0,38.7,707.49,2219.57,87285,5
5201,H062,Philippines,economy,2,Single,1,Travel Agent,No,CARD,41.0,15,2023-09-22,9,0,0,0.636,98.41,0.65,8.5,0,48.2,92.82,117.73,90960,4
3719,H011,Malaysia,upscale,4,Suite,2,Travel Agent,Yes,Online,45.0,47,2024-03-10,3,1,0,0.747,620.01,2.74,9.8,0,40.0,687.72,1464.29,42000,4
4842,H009,USA, midscale ,3,SINGLE,2,Online,Yes,Card,32.0,0,2025-07-16,7,0,0,0.671,242.05,3.14,7.79,0,62.6,230.72,482.67,104206,3
379,H054,Thailand,upscale,4,suite,1,Online,No,Card,26.0,26,2025-01-06,1,0,0,0.98,565.94,52.57097726343576,9.76,1,55.3,600.1,630.68,90544,5
282,H011,Malaysia,upscale,4,Double,1,Corporate,Yes,Online,22.0,15,2024-10-15,10,0,1,0.815,473.19,2.74,9.37,0,62.3,470.02,540.48,48440,4
4254,H008,USA,economy,2, Double ,4,Online,NO,card,42.0,0,2024-01-16,1,0,0,0.69,110.18,5.9,7.47,0,62.7,132.27,646.47,18147,4
5629,H037,Philippines, upscale ,5,Double,1,Online,Yes,Card,32.0,28,2024-09-29,9,1,0,,726.13,1.92,9.15,0,38.9,646.55,689.43,11955,3
3466,H014,Indonesia,luxury,4,Double,3,Online,Yes,card,,91,2023-01-21,1,1,0,0.888,529.03,2.97,9.8,0,80.6,648.35,1973.54,69309,3
3598,H017,Philippines,midscale,3,Suite,2,Online,Yes,Card,58.0,47,2023-02-03,2,0,0,0.769,316.63,1.96,8.79,0,75.6,395.94,893.09,78984,4
5661,H010,Germany,midscale,3,Double,4,Online,Yes,Card,27.0,21,2025-02-28,2,0,1,0.624,256.02,2.52,9.23,0,63.5,253.05,1072.97,52692,4
1400,H030,Philippines,economy,3, Single ,1,Corporate,,Card,33.0,7,2023-05-06,5,1,0,0.517,194.85,5.78,8.84,1,57.7,149.56,256.64,68883,4
6053,H054,THAILAND,upscale,4,Double,2,Online,Yes,Online,52.0,0,2024-12-06,12,0,0,0.688,428.85,3.26,8.62,0,65.4,522.71,1060.8,66149,4
2742,H033,Thailand,midscale,4,Single,1,Online,Yes,Online,51.0,23,2023-06-07,6,0,0,0.69,337.66,0.98,8.95,0,51.0,329.11,410.53,73218,4
